property_id,property_name,address,city,region,property_price,listed_date,area_sqft,bedrooms,bathrooms,agent_name,agent_phone,agent_email,agent_region,agent_id,buyer_id,buyer_name,buyer_contact,buyer_email,buyer_city,transaction_id,sale_price,transaction_date,property_address,visit_id,visitor_name,visit_date
1069,"Krueger, Cohen and Glenn Residency","30499 Tammy Land Apt. 009, North Elizabethside, AZ 51816",Hyderabad,South,18030083,2025-05-02,1289,4,1,Andrew Weeks,285-829-0409x636,vanessaswanson@hill.org,South,210,320,Kathleen Best DVM,+1-967-610-0955x15669,chrisholland@nelson.com,Hyderabad,4069,24997037,2025-07-06,"30499 Tammy Land Apt. 009, North Elizabethside, AZ 51816",5069,Allen Park,2025-04-18
1070,"Wong, Lowery and Stark Residency","41622 Parker Meadow Apt. 777, Jerryland, CT 34049",Chennai,South,6450303,2025-05-03,1245,2,2,Monica Thomas,7910500990,sfoster@gmail.com,North,205,313,Brian Long,+1-112-515-7509x00101,tgreen@lee-alexander.com,Bangalore,4070,10847974,2025-07-13,"41622 Parker Meadow Apt. 777, Jerryland, CT 34049",5070,Todd Paul,2025-05-25
1071,Sims Group Residency,"8777 Wright Union, Paulchester, OR 59383",Chennai,South,20234536,2025-05-08,1342,3,3,Monica Thomas,7910500990,sfoster@gmail.com,North,205,309,Daniel Jensen,(871)311-2077x72456,timothyacevedo@gmail.com,Hyderabad,4071,14713102,2025-07-17,"8777 Wright Union, Paulchester, OR 59383",5071,Mrs. Jessica Diaz DDS,2025-05-17
1072,Stephens-Carroll Residency,"46188 Hardy Trace Suite 467, West Jason, OH 35656",Delhi,North,18227226,2025-05-22,2155,2,1,Ronald Kennedy,(724)327-3734,charles39@anderson.com,South,204,316,Vicki Mcbride,001-397-071-9075x6035,xharrell@ford.biz,Chennai,4072,6023735,2025-07-11,"46188 Hardy Trace Suite 467, West Jason, OH 35656",5072,Justin Rodgers,2025-05-01
1073,Francis and Sons Residency,"9977 Sanchez Mount, Williamhaven, NM 58676",Delhi,North,9220612,2025-06-15,1696,1,1,David Stewart,576.091.0572,kleinbrendan@yahoo.com,South,201,312,Kelly Owens,817-606-7577x556,sandra61@yahoo.com,Delhi,4073,11377994,2025-07-17,"9977 Sanchez Mount, Williamhaven, NM 58676",5073,Gerald Boyer,2025-05-20
1074,"Moore, Guerra and Daniels Residency","Unit 8781 Box 3456, DPO AE 91361",Hyderabad,South,14444648,2025-05-02,2533,1,1,Joseph Rodriguez,518.190.9074x5621,kristiwilliams@hotmail.com,South,207,305,Jared Davis,740-125-2102x03741,howeernest@guerrero-heath.com,Hyderabad,4074,5967839,2025-07-13,"Unit 8781 Box 3456, DPO AE 91361",5074,Ariana Howard,2025-04-22
1075,"Ford, Glenn and Kidd Residency","666 Ashley Ferry Apt. 758, West Alexanderville, UT 71440",Bangalore,South,5075424,2025-06-19,2253,5,2,Joseph Rodriguez,518.190.9074x5621,kristiwilliams@hotmail.com,South,207,317,Amy Jackson,+1-376-445-4873x8561,morgancampbell@hotmail.com,Gurgaon,4075,14270739,2025-07-23,"666 Ashley Ferry Apt. 758, West Alexanderville, UT 71440",5075,Christian Wise,2025-04-26
1076,Lopez PLC Residency,"77259 Isaac Hills Apt. 704, East Sierrahaven, MT 59481",Pune,West,11088346,2025-05-02,1939,4,1,Kaitlyn York,821-907-5358,swilson@gmail.com,North,202,320,Kathleen Best DVM,+1-967-610-0955x15669,chrisholland@nelson.com,Hyderabad,4076,13180871,2025-07-03,"77259 Isaac Hills Apt. 704, East Sierrahaven, MT 59481",5076,Dorothy Taylor,2025-05-17
1077,Castro-Thornton Residency,"395 Fritz Walks Suite 961, Bernardchester, CT 56352",Hyderabad,South,9001007,2025-06-21,2507,2,2,Susan Richards,075.266.9356x7344,charlenemartin@sharp-romero.biz,West,209,314,Joy Schultz,734-359-3358x98210,charlespenny@hotmail.com,Chennai,4077,14744517,2025-07-15,"395 Fritz Walks Suite 961, Bernardchester, CT 56352",5077,Deborah Frederick,2025-04-29
1078,"Hansen, Mason and Davis Residency","804 Michelle Neck Suite 632, North Andrewside, DC 42375",Gurgaon,South,13504345,2025-06-10,2503,1,1,Kaitlyn York,821-907-5358,swilson@gmail.com,North,202,304,Chad Gonzalez,366.096.2690x151,steven74@rodriguez.com,Gurgaon,4078,8942999,2025-07-05,"804 Michelle Neck Suite 632, North Andrewside, DC 42375",5078,Terry Fox,2025-05-18
1079,"Perkins, Barrera and Parrish Residency","75388 Briana Manor Suite 101, South Amy, AZ 72691",Pune,West,19304215,2025-06-10,1232,2,2,William Lynch,029-466-5931,kimgregory@thompson.biz,East,206,307,Alex Harris,662.655.1531x9887,hernandezraymond@gmail.com,Gurgaon,4079,5969530,2025-07-11,"75388 Briana Manor Suite 101, South Amy, AZ 72691",5079,James Raymond,2025-06-28
1080,Carroll-White Residency,"907 Theresa Ridges Apt. 476, Brandonshire, MO 18649",Mumbai,West,13787259,2025-05-21,1179,4,3,John Wyatt,786-248-4983,afloyd@yahoo.com,South,208,316,Vicki Mcbride,001-397-071-9075x6035,xharrell@ford.biz,Chennai,4080,21191834,2025-07-01,"907 Theresa Ridges Apt. 476, Brandonshire, MO 18649",5080,Thomas Vargas,2025-05-02
1081,Valentine-Armstrong Residency,"0868 Hart Center, Bondfurt, MO 83242",Chennai,South,14081189,2025-04-30,1030,2,1,David Stewart,576.091.0572,kleinbrendan@yahoo.com,South,201,302,Dr. Christopher Stanton,+1-508-235-1406,garrisonbrian@gmail.com,Delhi,4081,15108026,2025-07-23,"0868 Hart Center, Bondfurt, MO 83242",5081,John Burns,2025-06-15
1082,Fuller-Wilson Residency,"30607 Jerry Spring Apt. 880, Lake Angelastad, CT 72483",Mumbai,West,15808882,2025-04-26,2200,4,2,David Stewart,576.091.0572,kleinbrendan@yahoo.com,South,201,315,Judith Krueger,051-517-5061x72527,pmoreno@yahoo.com,Gurgaon,4082,14059287,2025-07-23,"30607 Jerry Spring Apt. 880, Lake Angelastad, CT 72483",5082,William Gordon,2025-06-17
1083,"Gibson, Briggs and Robinson Residency","6616 Best Springs Apt. 748, Lake Melissaborough, VA 23225",Delhi,North,11635704,2025-06-06,2435,3,1,Chelsea Estrada,781-875-3614x0222,aprilguerrero@hotmail.com,South,203,309,Daniel Jensen,(871)311-2077x72456,timothyacevedo@gmail.com,Hyderabad,4083,9893014,2025-07-04,"6616 Best Springs Apt. 748, Lake Melissaborough, VA 23225",5083,Daniel Kramer,2025-07-01
1084,Smith Group Residency,"2871 Sean Fall Suite 123, New Susanberg, IL 62331",Hyderabad,South,22697757,2025-06-06,1658,4,2,David Stewart,576.091.0572,kleinbrendan@yahoo.com,South,201,306,Ryan Hamilton,732-204-5325,latoyapadilla@hotmail.com,Mumbai,4084,23463530,2025-07-11,"2871 Sean Fall Suite 123, New Susanberg, IL 62331",5084,Megan Clark,2025-05-16
1085,Sandoval LLC Residency,"5313 Cynthia Curve, Victoriaborough, TX 45711",Pune,West,9057493,2025-06-03,1932,4,4,Chelsea Estrada,781-875-3614x0222,aprilguerrero@hotmail.com,South,203,305,Jared Davis,740-125-2102x03741,howeernest@guerrero-heath.com,Hyderabad,4085,12850025,2025-07-07,"5313 Cynthia Curve, Victoriaborough, TX 45711",5085,Manuel Day,2025-05-06
1086,Boyd and Sons Residency,"75367 Shelby Creek, Timothyview, NC 47961",Gurgaon,South,7473116,2025-06-21,2244,1,1,Ronald Kennedy,(724)327-3734,charles39@anderson.com,South,204,317,Amy Jackson,+1-376-445-4873x8561,morgancampbell@hotmail.com,Gurgaon,4086,8063877,2025-07-15,"75367 Shelby Creek, Timothyview, NC 47961",5086,Omar Greene,2025-04-30
1087,"Arnold, Mills and Barber Residency","303 Lopez Wells, Lynchside, AR 51895",Pune,West,15873267,2025-05-19,1191,3,3,Monica Thomas,7910500990,sfoster@gmail.com,North,205,312,Kelly Owens,817-606-7577x556,sandra61@yahoo.com,Delhi,4087,17853433,2025-07-09,"303 Lopez Wells, Lynchside, AR 51895",5087,Grace Cooper,2025-06-13
1088,Holloway and Sons Residency,"04038 Dana Expressway, Mollytown, SC 53454",Mumbai,West,18938030,2025-05-19,1406,2,1,Joseph Rodriguez,518.190.9074x5621,kristiwilliams@hotmail.com,South,207,309,Daniel Jensen,(871)311-2077x72456,timothyacevedo@gmail.com,Hyderabad,4088,11549749,2025-07-18,"04038 Dana Expressway, Mollytown, SC 53454",5088,Amanda Rice,2025-06-27
1089,Irwin Ltd Residency,"9289 Samantha Station Apt. 108, Carrland, UT 57878",Noida,East,10619319,2025-06-17,1043,1,1,Susan Richards,075.266.9356x7344,charlenemartin@sharp-romero.biz,West,209,313,Brian Long,+1-112-515-7509x00101,tgreen@lee-alexander.com,Bangalore,4089,6718023,2025-07-13,"9289 Samantha Station Apt. 108, Carrland, UT 57878",5089,Alan Thomas DVM,2025-05-31
1090,"Glover, Jenkins and Baker Residency","293 Janet Lodge Suite 256, North David, GA 54331",Noida,East,24697086,2025-05-01,1194,3,2,Susan Richards,075.266.9356x7344,charlenemartin@sharp-romero.biz,West,209,312,Kelly Owens,817-606-7577x556,sandra61@yahoo.com,Delhi,4090,18467050,2025-07-12,"293 Janet Lodge Suite 256, North David, GA 54331",5090,Randall Buchanan,2025-05-18
1091,Nichols Inc Residency,"72006 Allen Drive, Jonesside, AR 03033",Gurgaon,South,23703218,2025-05-20,2841,5,2,Chelsea Estrada,781-875-3614x0222,aprilguerrero@hotmail.com,South,203,319,Melanie Vega,664.630.4442x549,yoconnor@reese.com,Noida,4091,11952557,2025-07-06,"72006 Allen Drive, Jonesside, AR 03033",5091,Michael Robinson,2025-05-04
1092,Kennedy-Brown Residency,"60107 Jackson Well, Hannaborough, MS 71131",Chennai,South,22483731,2025-06-14,910,2,2,John Wyatt,786-248-4983,afloyd@yahoo.com,South,208,316,Vicki Mcbride,001-397-071-9075x6035,xharrell@ford.biz,Chennai,4092,21365548,2025-07-13,"60107 Jackson Well, Hannaborough, MS 71131",5092,Michael Elliott,2025-06-18
1093,"Malone, Rogers and Rosales Residency","2614 Troy Hollow Suite 698, Fosterchester, GA 03281",Hyderabad,South,11896399,2025-05-30,1779,5,2,Kaitlyn York,821-907-5358,swilson@gmail.com,North,202,302,Dr. Christopher Stanton,+1-508-235-1406,garrisonbrian@gmail.com,Delhi,4093,20254269,2025-07-03,"2614 Troy Hollow Suite 698, Fosterchester, GA 03281",5093,Martin Gay,2025-05-30
1094,"Campbell, Price and Wang Residency","18961 Frances Estate Apt. 491, South Madeline, SC 59088",Gurgaon,South,23621711,2025-05-08,1787,2,1,Chelsea Estrada,781-875-3614x0222,aprilguerrero@hotmail.com,South,203,311,Annette Cortez,+1-948-087-4820,savagepamela@hotmail.com,Mumbai,4094,18604504,2025-07-03,"18961 Frances Estate Apt. 491, South Madeline, SC 59088",5094,Noah Johnson,2025-05-16
1095,Rodriguez Group Residency,"42628 Miller Plaza Apt. 785, Bowmanstad, UT 32467",Noida,East,24042435,2025-06-23,2525,2,1,Joseph Rodriguez,518.190.9074x5621,kristiwilliams@hotmail.com,South,207,308,Felicia Phillips,772.680.8808x1192,myersstacy@chapman.com,Noida,4095,14965269,2025-07-16,"42628 Miller Plaza Apt. 785, Bowmanstad, UT 32467",5095,Joseph Brown,2025-04-16
1096,"Kennedy, Martin and Lee Residency","81893 Alexandra Oval Apt. 102, South Justintown, CT 53426",Mumbai,West,5702550,2025-05-07,1898,5,5,Susan Richards,075.266.9356x7344,charlenemartin@sharp-romero.biz,West,209,319,Melanie Vega,664.630.4442x549,yoconnor@reese.com,Noida,4096,21201168,2025-07-18,"81893 Alexandra Oval Apt. 102, South Justintown, CT 53426",5096,Nicole Berry,2025-07-01
1097,"Drake, Compton and Myers Residency","Unit 0099 Box 9026, DPO AA 46406",Delhi,North,8632192,2025-05-29,2089,2,1,Andrew Weeks,285-829-0409x636,vanessaswanson@hill.org,South,210,311,Annette Cortez,+1-948-087-4820,savagepamela@hotmail.com,Mumbai,4097,23737434,2025-07-23,"Unit 0099 Box 9026, DPO AA 46406",5097,Debra Wood,2025-06-17
1098,"Kemp, Rowe and Torres Residency","53922 Evan Station Apt. 775, West Christinefurt, OH 63602",Chennai,South,17435566,2025-06-22,1074,1,1,David Stewart,576.091.0572,kleinbrendan@yahoo.com,South,201,318,Patricia Jackson,001-565-926-1074x925,turnersara@walters-alvarez.biz,Gurgaon,4098,16061881,2025-07-20,"53922 Evan Station Apt. 775, West Christinefurt, OH 63602",5098,Philip Watson,2025-06-08
1099,Ryan-Barker Residency,"9091 Peterson Spurs Suite 527, Nicholsside, MD 44104",Delhi,North,10362300,2025-05-23,857,5,4,Susan Richards,075.266.9356x7344,charlenemartin@sharp-romero.biz,West,209,309,Daniel Jensen,(871)311-2077x72456,timothyacevedo@gmail.com,Hyderabad,4099,11272456,2025-06-26,"9091 Peterson Spurs Suite 527, Nicholsside, MD 44104",5099,Christopher Smith,2025-04-15
1100,Jones Group Residency,"709 Cervantes Camp Apt. 453, Nguyenmouth, DE 46679",Pune,West,24372831,2025-05-17,1677,4,4,William Lynch,029-466-5931,kimgregory@thompson.biz,East,206,304,Chad Gonzalez,366.096.2690x151,steven74@rodriguez.com,Gurgaon,4100,19947002,2025-07-14,"709 Cervantes Camp Apt. 453, Nguyenmouth, DE 46679",5100,Robert Campbell,2025-05-03
